county,year,total_population,white_alone,black_alone,asian_alone,hispanic
"Suffolk County, NY",1992,1336663,1215033,90938,27212,99912
"Suffolk County, NY",1993,1346667,1220578,93603,28788,106015
"Suffolk County, NY",1994,1354011,1223785,96149,30144,111904
"Suffolk County, NY",1995,1361391,1227090,98625,31537,117940
"Suffolk County, NY",1996,1368366,1230116,100824,33063,123777
"Suffolk County, NY",1997,1377203,1234764,103266,34551,130078
"Suffolk County, NY",1998,1390729,1243917,105778,36155,136634
"Suffolk County, NY",1999,1406161,1254654,108485,37881,143628
"Suffolk County, NY",2000,1424081,1261016,106650,37025,152245
"Suffolk County, NY",2001,1442488,1273434,108967,39303,161494
"Suffolk County, NY",2002,1456745,1282260,110569,41621,170612
"Suffolk County, NY",2003,1470849,1291091,112139,43884,181231
"Suffolk County, NY",2004,1478215,1294107,113258,45960,190827
"Suffolk County, NY",2005,1477687,1290567,113574,47512,199605
"Suffolk County, NY",2006,1475626,1285294,114084,48882,208176
"Suffolk County, NY",2007,1475255,1281628,114967,49974,217319
"Suffolk County, NY",2008,1480218,1282654,116225,51101,227467
"Suffolk County, NY",2009,1487206,1285455,117708,52253,238118
"Suffolk County, NY",2010,1494339,1288747,119130,53233,247816
"Suffolk County, NY",2011,1498892,1290059,120360,54162,255581
"Suffolk County, NY",2012,1496982,1285403,121372,55119,259001
"Suffolk County, NY",2013,1497346,1282123,122789,56498,264666
"Suffolk County, NY",2014,1495525,1277348,123852,57598,270024
"Suffolk County, NY",2015,1491967,1271121,124793,58571,275672
"Suffolk County, NY",2016,1486406,1263301,125337,59481,280387
"Suffolk County, NY",2017,1483358,1257602,126478,60462,286110
"Suffolk County, NY",2018,1480830,1251330,128374,61543,292290
"Suffolk County, NY",2019,1476601,1243639,130177,62425,298429
"Sullivan County, NY",1990,69545,62821,6037,551,4788
"Sullivan County, NY",1991,70347,63545,6062,599,4950
"Sullivan County, NY",1992,71416,64442,6191,635,5190
"Sullivan County, NY",1993,72145,65007,6311,678,5410
"Sullivan County, NY",1994,72152,64920,6368,701,5604
"Sullivan County, NY",1995,72379,65018,6459,728,5790
"Sullivan County, NY",1996,72758,65195,6594,775,6040
"Sullivan County, NY",1997,72712,65033,6667,808,6217
"Sullivan County, NY",1998,72974,65178,6735,849,6409
"Sullivan County, NY",1999,73341,65415,6806,879,6599
"Sullivan County, NY",2000,74134,65589,6563,875,6907
"Sullivan County, NY",2001,74143,65415,6650,885,7221
"Sullivan County, NY",2002,74452,65539,6654,912,7513
"Sullivan County, NY",2003,75447,66259,6825,938,7879
"Sullivan County, NY",2004,76265,66734,6952,985,8309
"Sullivan County, NY",2005,76780,66900,7135,1036,8842
"Sullivan County, NY",2006,77231,66976,7288,1084,9287
"Sullivan County, NY",2007,77991,67353,7494,1132,9756
"Sullivan County, NY",2008,77755,67000,7438,1169,10127
"Sullivan County, NY",2009,77647,66713,7541,1124,10357
"Sullivan County, NY",2010,77476,66476,7471,1156,10589
"Sullivan County, NY",2011,77053,66069,7413,1164,10701
"Sullivan County, NY",2012,76931,65830,7467,1206,10947
"Sullivan County, NY",2013,76945,65830,7436,1214,11211
"Sullivan County, NY",2014,75634,64621,7347,1186,11310
"Sullivan County, NY",2015,74832,63824,7326,1183,11441
"Sullivan County, NY",2016,74922,63844,7295,1197,11672
"Sullivan County, NY",2017,74994,63771,7359,1243,11894
"Sullivan County, NY",2018,75399,63852,7440,1334,12379
"Sullivan County, NY",2019,75432,63554,7531,1487,12656
"Tioga County, NY",1990,52479,51789,302,299,341
"Tioga County, NY",1991,52812,52098,328,301,350
"Tioga County, NY",1992,53111,52385,329,308,362
"Tioga County, NY",1993,53237,52515,318,308,377
"Tioga County, NY",1994,53259,52516,335,314,389
"Tioga County, NY",1995,52601,51863,337,310,401
"Tioga County, NY",1996,52287,51565,320,308,414
"Tioga County, NY",1997,52160,51384,371,312,426
"Tioga County, NY",1998,52163,51372,369,321,437
"Tioga County, NY",1999,51892,51097,367,319,460
"Tioga County, NY",2000,51838,50705,302,309,510
"Tioga County, NY",2001,51712,50501,344,343,541
"Tioga County, NY",2002,51992,50765,326,364,560
"Tioga County, NY",2003,51895,50640,350,359,595
"Tioga County, NY",2004,51631,50339,387,357,618
"Tioga County, NY",2005,51611,50326,352,358,639
"Tioga County, NY",2006,51536,50223,361,374,645
"Tioga County, NY",2007,51565,50219,370,374,672
"Tioga County, NY",2008,51498,50133,374,403,696
"Tioga County, NY",2009,51236,49893,375,357,693
"Tioga County, NY",2010,51008,49598,391,380,698
"Tioga County, NY",2011,50875,49436,399,387,730
"Tioga County, NY",2012,50278,48798,413,374,754
"Tioga County, NY",2013,50103,48619,405,365,815
"Tioga County, NY",2014,49824,48346,403,356,838
"Tioga County, NY",2015,49355,47796,428,363,862
"Tioga County, NY",2016,48824,47192,467,372,903
"Tioga County, NY",2017,48609,46958,457,379,966
"Tioga County, NY",2018,48441,46742,482,383,1008
"Tioga County, NY",2019,48203,46476,510,382,1005
"Tompkins County, NY",1990,94241,85524,3202,5235,2110
"Tompkins County, NY",1991,95283,85969,3317,5713,2217
"Tompkins County, NY",1992,95685,85915,3435,6044,2307
"Tompkins County, NY",1993,96122,85981,3549,6301,2402
"Tompkins County, NY",1994,96409,86021,3644,6446,2484
"Tompkins County, NY",1995,96870,86228,3725,6613,2572
"Tompkins County, NY",1996,96298,85480,3778,6734,2624
"Tompkins County, NY",1997,96216,85159,3839,6893,2725
"Tompkins County, NY",1998,96036,84767,3914,7034,2760
"Tompkins County, NY",1999,96656,85038,4021,7263,2867
"Tompkins County, NY",2000,96608,83571,3720,7290,3073
"Tompkins County, NY",2001,97458,83967,3793,7529,3304
"Tompkins County, NY",2002,98227,84383,3756,7788,3395
"Tompkins County, NY",2003,99049,84759,3810,8038,3500
"Tompkins County, NY",2004,99531,84830,3855,8251,3631
"Tompkins County, NY",2005,99433,84404,3895,8396,3768
"Tompkins County, NY",2006,99651,84368,3954,8423,3911
"Tompkins County, NY",2007,99910,84274,4002,8584,3960
"Tompkins County, NY",2008,100383,84474,4067,8615,4027
"Tompkins County, NY",2009,101497,85225,4144,8739,4221
"Tompkins County, NY",2010,101740,84816,4202,9107,4406
"Tompkins County, NY",2011,101821,84392,4285,9485,4514
"Tompkins County, NY",2012,102726,84714,4358,9903,4622
"Tompkins County, NY",2013,103553,85196,4417,10166,4704
"Tompkins County, NY",2014,103391,84851,4406,10343,4831
"Tompkins County, NY",2015,103006,84207,4331,10605,5028
"Tompkins County, NY",2016,102942,83887,4413,10691,5168
"Tompkins County, NY",2017,102664,83471,4444,10756,5280
"Tompkins County, NY",2018,102419,83205,4543,10625,5475
"Tompkins County, NY",2019,102180,82928,4522,10624,5519
"Ulster County, NY",1990,166049,155325,8257,1996,6897
"Ulster County, NY",1991,168869,157263,9021,2102,7474
"Ulster County, NY",1992,170872,158901,9281,2178,7823
"Ulster County, NY",1993,172594,160278,9574,2227,8224
"Ulster County, NY",1994,172252,159743,9728,2248,8542
"Ulster County, NY",1995,172362,159612,9952,2260,8882
"Ulster County, NY",1996,173205,160076,10279,2297,9299
"Ulster County, NY",1997,174148,160720,10517,2338,9699
"Ulster County, NY",1998,175085,161382,10751,2358,10061
"Ulster County, NY",1999,176526,162507,10984,2400,10515
"Ulster County, NY",2000,177810,162170,10379,2304,11050
"Ulster County, NY",2001,178440,162314,10643,2376,11475
"Ulster County, NY",2002,180128,163470,10875,2483,11957
"Ulster County, NY",2003,180942,163846,11021,2564,12290
"Ulster County, NY",2004,181847,164219,11243,2643,12790
"Ulster County, NY",2005,182438,164456,11283,2755,13369
"Ulster County, NY",2006,182845,164325,11413,2940,14059
"Ulster County, NY",2007,182818,163783,11620,3006,14691
"Ulster County, NY",2008,183174,163828,11646,3066,15242
"Ulster County, NY",2009,182638,162960,11705,3124,15636
"Ulster County, NY",2010,182418,162413,11693,3212,15963
"Ulster County, NY",2011,182448,162148,11806,3273,16456
"Ulster County, NY",2012,181538,160909,12069,3285,16706
"Ulster County, NY",2013,180698,159832,12136,3357,16928
"Ulster County, NY",2014,180400,159242,12276,3408,17218
"Ulster County, NY",2015,179658,158328,12304,3465,17554
"Ulster County, NY",2016,179042,157354,12485,3613,17855
"Ulster County, NY",2017,178635,156414,12806,3691,18226
"Ulster County, NY",2018,178418,155937,12912,3694,18712
"Ulster County, NY",2019,177573,155067,12842,3751,18838
"Warren County, NY",1990,59520,58847,305,265,465
"Warren County, NY",1991,60166,59476,320,272,475
"Warren County, NY",1992,60808,60091,328,289,497
"Warren County, NY",1993,61670,60916,342,307,520
"Warren County, NY",1994,61923,61149,357,311,520
"Warren County, NY",1995,62271,61470,377,315,546
"Warren County, NY",1996,62337,61508,383,325,547
"Warren County, NY",1997,62460,61593,403,339,565
"Warren County, NY",1998,62585,61684,421,349,576
"Warren County, NY",1999,63031,62096,436,357,583
"Warren County, NY",2000,63273,61883,416,357,662
"Warren County, NY",2001,63406,61911,445,397,702
"Warren County, NY",2002,63774,62207,494,399,750
"Warren County, NY",2003,64323,62684,518,418,852
"Warren County, NY",2004,64576,62882,537,402,899
"Warren County, NY",2005,65206,63452,558,415,992
"Warren County, NY",2006,65554,63708,582,426,1072
"Warren County, NY",2007,65740,63814,601,428,1122
"Warren County, NY",2008,65848,63841,620,459,1133
"Warren County, NY",2009,65694,63664,600,459,1170
"Warren County, NY",2010,65665,63576,615,465,1201
"Warren County, NY",2011,65736,63559,661,480,1236
"Warren County, NY",2012,65417,63168,672,490,1305
"Warren County, NY",2013,65083,62804,698,493,1425
"Warren County, NY",2014,64866,62489,732,519,1475
"Warren County, NY",2015,64420,61999,747,542,1509
"Warren County, NY",2016,64438,61886,779,573,1555
"Warren County, NY",2017,64365,61683,818,610,1636
"Warren County, NY",2018,64215,61421,853,596,1730
"Warren County, NY",2019,63944,61045,934,613,1803
"Washington County, NY",1990,59507,57145,2142,117,1277
"Washington County, NY",1991,60120,57857,2045,116,1236
"Washington County, NY",1992,60482,58297,1958,128,1193
"Washington County, NY",1993,60902,58726,1939,135,1172
"Washington County, NY",1994,60860,58729,1890,141,1158
"Washington County, NY",1995,61225,59110,1862,152,1139
"Washington County, NY",1996,61278,59153,1870,153,1154
"Washington County, NY",1997,60950,58938,1738,171,1107
"Washington County, NY",1998,60851,58821,1736,182,1116
"Washington County, NY",1999,61043,58846,1890,188,1189
"Washington County, NY",2000,60977,58399,1851,176,1226
"Washington County, NY",2001,61142,58490,1898,189,1272
"Washington County, NY",2002,61152,58436,1933,201,1293
"Washington County, NY",2003,61621,58862,1953,210,1317
"Washington County, NY",2004,62278,59373,2050,229,1366
"Washington County, NY",2005,62468,59544,2051,235,1397
"Washington County, NY",2006,62771,59778,2074,239,1423
"Washington County, NY",2007,63054,60020,2097,240,1405
"Washington County, NY",2008,63252,60205,2086,253,1457
"Washington County, NY",2009,63077,60044,2033,275,1447
"Washington County, NY",2010,63356,60294,1993,274,1442
"Washington County, NY",2011,63091,59985,1992,277,1477
"Washington County, NY",2012,63003,59829,2060,273,1491
"Washington County, NY",2013,62765,59521,2057,293,1531
"Washington County, NY",2014,62475,59177,2078,300,1560
"Washington County, NY",2015,62246,58888,2084,314,1596
"Washington County, NY",2016,61795,58417,2089,329,1630
"Washington County, NY",2017,61559,58146,2069,339,1682
"Washington County, NY",2018,61274,57794,2097,359,1750
"Washington County, NY",2019,61204,57616,2163,354,1801
"Wayne County, NY",1990,89365,85929,2856,341,1498
"Wayne County, NY",1991,90222,86646,2980,357,1619
"Wayne County, NY",1992,90896,87255,3018,378,1668
"Wayne County, NY",1993,91779,88034,3104,391,1756
"Wayne County, NY",1994,92203,88358,3192,404,1855
"Wayne County, NY",1995,92740,88808,3259,412,1941
"Wayne County, NY",1996,93128,89118,3298,435,2012
"Wayne County, NY",1997,93282,89224,3319,451,2065
"Wayne County, NY",1998,93624,89508,3353,464,2122
"Wayne County, NY",1999,93790,89638,3371,471,2175
"Wayne County, NY",2000,93791,88942,3120,445,2271
"Wayne County, NY",2001,93794,88904,3093,467,2360
"Wayne County, NY",2002,93735,88835,3040,470,2524
"Wayne County, NY",2003,94001,89000,3062,456,2652
"Wayne County, NY",2004,93860,88850,3021,472,2753
"Wayne County, NY",2005,93727,88702,2979,457,2907
"Wayne County, NY",2006,93595,88505,2984,457,3060
"Wayne County, NY",2007,93539,88391,2953,485,3158
"Wayne County, NY",2008,93739,88484,2984,498,3307
"Wayne County, NY",2009,93643,88333,2956,483,3350
"Wayne County, NY",2010,93751,88298,2973,500,3513
"Wayne County, NY",2011,93256,87778,2894,522,3598
"Wayne County, NY",2012,93029,87498,2898,546,3650
"Wayne County, NY",2013,92339,86919,2785,571,3681
"Wayne County, NY",2014,91801,86380,2719,569,3695
"Wayne County, NY",2015,91291,85650,2798,628,3799
"Wayne County, NY",2016,90758,85096,2819,621,3887
"Wayne County, NY",2017,90429,84739,2758,633,3992
"Wayne County, NY",2018,90200,84384,2789,616,4068
"Wayne County, NY",2019,89918,83988,2826,644,4220
"Westchester County, NY",1990,875578,717840,123532,32705,87463
"Westchester County, NY",1991,878615,716611,125793,34592,92372
"Westchester County, NY",1992,885146,718291,128668,36421,97750
"Westchester County, NY",1993,890061,719341,130993,37799,103424
"Westchester County, NY",1994,893531,719273,133213,38914,108969
"Westchester County, NY",1995,897945,720213,135376,40018,114815
"Westchester County, NY",1996,902174,721068,137234,41328,120455
"Westchester County, NY",1997,905632,721477,138943,42416,126449
"Westchester County, NY",1998,911628,724098,140892,43533,132551
"Westchester County, NY",1999,918532,727640,142792,44708,139033
"Westchester County, NY",2000,925511,726207,140957,43450,146123
"Westchester County, NY",2001,931577,728509,141694,45186,152508
"Westchester County, NY",2002,935219,729037,142462,46362,158410
"Westchester County, NY",2003,935799,727654,142280,47317,163769
"Westchester County, NY",2004,935457,725343,142295,48145,168476
"Westchester County, NY",2005,933401,720924,142503,49030,173176
"Westchester County, NY",2006,931426,716625,142784,49891,178630
"Westchester County, NY",2007,933414,715506,143506,50918,185391
"Westchester County, NY",2008,937449,715847,144318,52138,192976
"Westchester County, NY",2009,944201,718118,146254,53096,201032
"Westchester County, NY",2010,950601,719793,148602,54051,208262
"Westchester County, NY",2011,956262,721739,150368,55181,213586
"Westchester County, NY",2012,959585,721651,151868,56299,218037
"Westchester County, NY",2013,964567,722568,153771,57488,222896
"Westchester County, NY",2014,967044,721757,155408,58382,226653
"Westchester County, NY",2015,968773,720434,156619,59489,230836
"Westchester County, NY",2016,970267,718579,157912,60703,235141
"Westchester County, NY",2017,969689,715321,158910,61571,239036
"Westchester County, NY",2018,968213,711160,160198,62097,242987
"Westchester County, NY",2019,967506,708026,161503,62540,247170
"Wyoming County, NY",1990,42563,40091,2269,121,987
"Wyoming County, NY",1991,43163,40495,2465,118,1069
"Wyoming County, NY",1992,43397,40677,2512,121,1086
"Wyoming County, NY",1993,43474,40756,2499,123,1068
"Wyoming County, NY",1994,43521,40889,2415,128,1054
"Wyoming County, NY",1995,43709,41002,2479,134,1087
"Wyoming County, NY",1996,43950,41199,2507,147,1120
"Wyoming County, NY",1997,43767,41038,2480,150,1128
"Wyoming County, NY",1998,43527,40865,2410,151,1130
"Wyoming County, NY",1999,43584,40849,2474,154,1184
"Wyoming County, NY",2000,43399,40412,2453,192,1268
"Wyoming County, NY",2001,43061,40020,2481,215,1283
"Wyoming County, NY",2002,43007,40017,2434,207,1252
"Wyoming County, NY",2003,42955,39946,2448,189,1244
"Wyoming County, NY",2004,42852,39798,2462,203,1247
"Wyoming County, NY",2005,42780,39683,2500,170,1264
"Wyoming County, NY",2006,42673,39546,2515,167,1289
"Wyoming County, NY",2007,42515,39363,2530,166,1283
"Wyoming County, NY",2008,42281,39136,2517,150,1264
"Wyoming County, NY",2009,42236,39045,2538,160,1282
"Wyoming County, NY",2010,42126,38940,2508,167,1257
"Wyoming County, NY",2011,41849,38646,2504,166,1270
"Wyoming County, NY",2012,41700,38516,2484,158,1267
"Wyoming County, NY",2013,41359,38166,2460,177,1309
"Wyoming County, NY",2014,41134,37892,2507,181,1321
"Wyoming County, NY",2015,40930,37713,2484,189,1361
"Wyoming County, NY",2016,40432,37330,2327,204,1301
"Wyoming County, NY",2017,40282,37224,2255,207,1323
"Wyoming County, NY",2018,40023,36903,2269,220,1318
"Wyoming County, NY",2019,39859,36761,2227,209,1321
"Yates County, NY",1990,22891,22649,148,59,220
"Yates County, NY",1991,23087,22810,190,53,209
"Yates County, NY",1992,23211,22950,177,53,201
"Yates County, NY",1993,23531,23276,172,54,199
"Yates County, NY",1994,23922,23667,166,56,205
"Yates County, NY",1995,24064,23815,167,54,207
"Yates County, NY",1996,24209,23955,163,57,209
"Yates County, NY",1997,24245,23999,157,61,209
"Yates County, NY",1998,24355,24112,156,59,204
"Yates County, NY",1999,24613,24357,164,60,207
"Yates County, NY",2000,24723,24305,149,67,226
"Yates County, NY",2001,24725,24281,168,69,263
"Yates County, NY",2002,24688,24240,169,74,304
"Yates County, NY",2003,24898,24430,168,75,315
"Yates County, NY",2004,25008,24529,172,75,337
"Yates County, NY",2005,25129,24625,179,91,346
"Yates County, NY",2006,25025,24498,184,93,381
"Yates County, NY",2007,25234,24693,193,93,396
"Yates County, NY",2008,25352,24802,191,91,407
"Yates County, NY",2009,25303,24734,203,100,422
"Yates County, NY",2010,25376,24780,209,97,424
"Yates County, NY",2011,25454,24834,224,101,442
"Yates County, NY",2012,25337,24681,232,113,466
"Yates County, NY",2013,25207,24543,236,127,486
"Yates County, NY",2014,25149,24422,245,165,503
"Yates County, NY",2015,25128,24370,249,176,524
"Yates County, NY",2016,25059,24307,238,171,561
"Yates County, NY",2017,25002,24230,243,181,561
"Yates County, NY",2018,24951,24166,236,183,566
"Yates County, NY",2019,24913,24110,227,198,568
